Person,1998,1999,2006,2008,2009,2010,2011,2012,2013,2014,2015,Total
Зубкова Елена Владимировна,,,,,,,,,,,1 405 613,1 405 613
Вараксо Наталия Игоревна,,,,,,,,,,,1 172 669,1 172 669
Милованова Ольга Александровна,,,,,,,,,,,2 783 954,2 783 954
Шашкова Юлия Викторовна,,,,,,,,,,,2 258 745,2 258 745
Мишаков Михаил Тимофеевич,,,,,,,,,,,2 620 402,2 620 402
Скворцов Сергей Александрович,,,,,,,,,,,1 026 100,1 026 100
Мишкин Александр Александрович,,,,,,,,,,,1 481 551,1 481 551
Плаксин Юрий Владимирович,,,,,,,,,,,1 100 000,1 100 000
Датий Сергей Александрович,,,,,,,,,,,809 058,809 058
Белозерова Татьяна Владимировна,,,,,,,,,,,1 410 800,1 410 800
Танцюра Елена Игоревна,,,,,,,,,,,1 861 711,1 861 711
Афанасьева Оксана Валентиновна,,,,,,,,,,,1 331 485,1 331 485
Гапоненко Сергей Викторович,,,,,,,,,,,1 317 807,1 317 807
Петрашко Марина Николаевна,,,,,,,,,,,926 206,926 206
Петрова Юлия Ивановна,,,,,,,,,,,909 858,909 858
Мошникова Людмила Федоровна,,,,,,,,,,,998 368,998 368
Рехлецкая Светлана Ивановна,,,,,,,,,,,1 095 131,1 095 131
Лысенко Юлия Евгеньевна,,,,,,,,,,,951 235,951 235
Зеленевская Анна Александровна,,,,,,,,,,,749 371,749 371
Опенко Кристина Олеговна,,,,,,,,,,,678 890,678 890
Козина Оксана Ивановна,,,,,,,,,,,795 327,795 327
Морозова Ольга Евгеньевна,,,,,,,,,,,412 791,412 791
Габескирия Георгий Давидович,,,,,,,,,,,1 292 921,1 292 921
Башаров Дмитрий Николаевич,,,,,,,,,,,5 635 847,5 635 847
Силина Диана Аяровна,,,,,,,,,,,2 656 443,2 656 443
Ходеева Любовь Сергеевна,,,,,,,,,,,510 376,510 376
Дуюн Сергей Вячеславович,,,,,,,,,,,630 494,630 494
Мумладзе Эльвира Еркиновна,,,,,,,,,,,869 398,869 398
Овчинников Алексей Геннадиевич,,,,,,,,,,,818 390,818 390
Туйкова Ирина Ярославовна,,,,,,,,,,,914 905,914 905
Королькова Дина Наилевна,,,,,,,,,,,958 808,958 808
Сухарев Д.В. ,,,,,,,,,,,1 032 864,1 032 864
Абилов Эльвин Агаджан-Оглы,,,,,,,,,,,547 912,547 912
Колесникова Анна Викторовна,,,,,,,,,,,2 733 564,2 733 564
Валуев Дмитрий Александрович,,,,,,,,,,,1 408 371,1 408 371
Беззубова Елена Анатольевна,,,,,,,,,,,778 808,778 808
Алимова Диляра Равилевна,,,,,,,,,,,546 103,546 103
Атеш Татьяна Анатольевна,,,,,,,,,,,1 395 552,1 395 552
Золотарев Сергей Евгеньевич,,,,,,,,,,,2 758 601,2 758 601
Зуев Никита Валерьевич,,,,,,,,,,,802 598,802 598
Мартынюк Сергей Иванович,,,,,,,,,,,878 100,878 100
Патапкин Денис Михайлович,,,,,,,,,,,2 615 397,2 615 397
Полянская Людмила Эдуардовна,,,,,,,,,,,1 260 935,1 260 935
Федорова Людмила Борисовна,,,,,,,,,,,969 640,969 640
Хаустова Ирина Андреевна,,,,,,,,,,,422 155,422 155
Цыганкова Софья Александровна,,,,,,,,,,,1 475 060,1 475 060
Шумова Светлана Геннадьевна,,,,,,,,,,,2 489 190,2 489 190
Тамбовцев Александр Анатольевич,,,,,,,,,,,2 154 163,2 154 163
Щербаков Вячеслав Юрьевич,,,,,,,,,,,2 002 276,2 002 276
Струганова Ирина Владимировна,,,,,,,,,,,535 476,535 476
Гняздовский Леонид Владимирович,,,,,,,,,,,2 810 919,2 810 919
Литвинов Юрий Владимирович,,,,,,,,,,,1 283 713,1 283 713
Назаров Денис Александрович,,,,,,,,,,,1 243 986,1 243 986
Зарубина Инна Васильевна,,,,,,,,,,,2 334 885,2 334 885
Овчинникова Жанна Антоновна,,,,,,,,,,,1 385 919,1 385 919
Биктякова Майя Бясыровна,,,,,,,,,,,789 650,789 650
Рубцова Людмила Николаевна,,,,,,,,,,,363 589,363 589
Гняздовский Павел Леонидович,,,,,,,,,,,465 193,465 193
Климцев Константин Романович,,,,,,,,,,,670 256,670 256
Миначенков Анатолий Игоревич,,,,,,,,,,,1 402 400,1 402 400
Петрова Людмила Валериановна,,,,,,,,,,,719 941,719 941
Баталина Марина Анатольевна,,,,,,,,,,,17 784 244,17 784 244
Евдокимов Александр Иванович,,,,,,,,,,,636 387,636 387
Пилиева Виктория Юрьевна,,,,,,,,,,,4 334 110,4 334 110
Долженко Иван Николаевич,,,,,,,,,,,1 702 056,1 702 056
Данилова Елена Ивановна,,,,,,,,,,,2 071 284,2 071 284
Гудкова Яна Александровна,,,,,,,,,,,659 177,659 177
Шовгеня Ольга Викторовна,,,,,,,,,,,1 604 705,1 604 705
Федорова Наталия Валерьевна,,,,,,,,,,,1 709 708,1 709 708
Чеботарев Сергей Анатольевич,,,,,,,,,,,686 486,686 486
Софронова Любовь Владимировна,,,,,,,,,,,3 537 546,3 537 546
Бобкова Галина Борисовна,,,,,,,,,,,2 302 902,2 302 902
Новоточинова Елена Владимировна,,,,,,,,,,,2 627 849,2 627 849
Дороднова Елена Дмитриевна,,,,,,,,,,,814 818,814 818
Смирнова Ирина Борисовна,,,,,,,,,,,910 861,910 861
Козловская Юлия Александровна,,,,,,,,,,,1 479 822,1 479 822
Князева Светлана Николаевна,,,,,,,,,,,784 875,784 875
Гнедых Надежда Павловна,,,,,,,,,,,1 287 752,1 287 752
Устинова Ирина Васильевна,,,,,,,,,,,914 063,914 063
Гаслова Инна Олеговна,,,,,,,,,,,846 215,846 215
Чевычелов Юрий Михайлович,,,,,,,,,,,2 262 500,2 262 500
Брызгалова Анна Александровна,,,,,,,,,,,1 092 079,1 092 079
Михайленко Альбина Владимировна,,,,,,,,,,,3 282 703,3 282 703
Прудентова Елена Васильевна,,,,,,,,,,,2 534 545,2 534 545
Потапов Николай Николаевич,,,,,,,,,,,4 268 650,4 268 650
Окунева Людмила Анатольевна,,,,,,,,,,,1 844 693,1 844 693
Репина Елена Владимировна,,,,,,,,,,,2 665 439,2 665 439
Рыжов Виктор Максимович,,,,,,,,,,,3 259 059,3 259 059
Матюшенко Оксана Борисовна,,,,,,,,,,,2 618 429,2 618 429
Сафронов Юрий Юрьевич,,,,,,,,,,,1 704 893,1 704 893
Похалюк Максим Сергеевич,,,,,,,,,,,906 850,906 850
Тиунова Лариса Ивановна,,,,,,,,,,,3 141 261,3 141 261
Беляева Светлана Владимировна,,,,,,,,,,,930 959,930 959
Челышкина Ирина Викторовна,,,,,,,,,,,5 544 068,5 544 068
Комиссаров Роман Владимирович,,,,,,,,,,,1 052 199,1 052 199
Морозов А.П. ,,,,,,,,,,,459 246,459 246
Кудинова Ирина Михайловна,,,,,,,,,,,1 101 149,1 101 149
Дианова Надежда Викторовна,,,,,,,,,,,3 718 798,3 718 798
Оботурова Юлия Владимировна,,,,,,,,,,,787 751,787 751
Никифорова Ю.А. ,,,,,,,,,,,409 895,409 895
Епифанова А.В. ,,,,,,,,,,,492 766,492 766
Шелгунов Евгений Владимирович,,,,,,,,,,,1 384 535,1 384 535
Барыкина Любовь Витальевна,,,,,,,,,,,951 041,951 041
Скодтаев Марат Ибрагимович,,,,,,,,,,,1 551 474,1 551 474
Бучина Елена Ивановна,,,,,,,,,,,1 956 855,1 956 855
Малунин Андрей Алексеевич,,,,,,,,,,,1 123 037,1 123 037
Калугин Андрей Александрович,,,,,,,,,,,2 078 271,2 078 271
Моисеенкова Светлана Алексеевна,,,,,,,,,,,934 530,934 530
Мухина Татьяна Викторовна,,,,,,,,,,,718 831,718 831
Новиков Алексей Викторович,,,,,,,,,,,2 218 020,2 218 020
Павлова Елена Сергеевна,,,,,,,,,,,639 769,639 769
Пахомова Татьяна Юрьевна,,,,,,,,,,,738 275,738 275
Пушкарева Елена Александровна,,,,,,,,,,,2 704 562,2 704 562
Свидерская Юлия Сергеевна,,,,,,,,,,,174 363,174 363
Уткина Мария Борисовна,,,,,,,,,,,1 199 271,1 199 271
Шумовский Геннадий Юрьевич,,,,,,,,,,,74 833,74 833
Павлова Алла Сергеевна,,,,,,,,,,,1 190 834,1 190 834
Ковалев Сергей Николаевич,,,,,,,,,,,1 876 450,1 876 450
Комиссарова Евгения Александровна,,,,,,,,,,,1 193 378,1 193 378
Чабась Людмила Николаевна,,,,,,,,,,,1 532 203,1 532 203
Пархандеев Семен Сергеевич,,,,,,,,,,,798 229,798 229
Водякова Валентина Николаевна,,,,,,,,,,,1 883 928,1 883 928
Катышева Татьяна Викторовна,,,,,,,,,,,2 439 747,2 439 747
Данилова Светлана Вячеславовна,,,,,,,,,,,862 191,862 191
Введенская Галина Анатольевна,,,,,,,,,,,1 527 597,1 527 597
Кулешова Анна Николаевна,,,,,,,,,,,914 905,914 905
Анучина Надежда Николаевна,,,,,,,,,,,1 012 753,1 012 753
Черных Любовь Алексеевна,,,,,,,,,,,946 017,946 017
Федорова Марина Сергеевна,,,,,,,,,,,1 041 761,1 041 761
Звонкина Светлана Анатольевна,,,,,,,,,,,922 171,922 171
Шведова Наталья Евгеньевна,,,,,,,,,,,1 242 426,1 242 426
Петров Анатолий Михайлович,,,,,,,,,,,5 077 237,5 077 237
Воробьева Наталья Алексеевна,,,,,,,,,,,2 278 483,2 278 483
Андронов Алексей Александрович,,,,,,,,,,,766 898,766 898
Беседин Евгений Эдуардович,,,,,,,,,,,1 785 051,1 785 051
Борков Олег Владимирович,,,,,,,,,,,944 125,944 125
Булачик Наталья Вячеславовна,,,,,,,,,,,315 164,315 164
Бурцева Ольга Владимировна,,,,,,,,,,,776 077,776 077
Винокурова Ирина Николаевна,,,,,,,,,,,1 306 959,1 306 959
Глушкова Ирина Сергеевна,,,,,,,,,,,2 909 420,2 909 420
Гримова Юлия Владимировна,,,,,,,,,,,602 583,602 583
Давыдова Татьяна Юрьевна,,,,,,,,,,,8 544 863,8 544 863
Даниленко Любовь Владимировна,,,,,,,,,,,1 225 815,1 225 815
Дьяченко Семен Сергеевич,,,,,,,,,,,678 685,678 685
Жгут Марина Анатольевна,,,,,,,,,,,936 289,936 289
Калашникова Елена Александровна,,,,,,,,,,,764 141,764 141
Карпенко Юлия Александровна,,,,,,,,,,,1 622 175,1 622 175
Кононенко Виолетта Александровна,,,,,,,,,,,1 525 931,1 525 931
